id,qid1,qid2,question1,question2,is_duplicate
122180,242118,242119,Would you read book at your office?,What are the benefits of Live Chat outsourcing Services?,0
331692,650423,650424,What happened in 2008 financial crisis?,"In simpler terms, how did the global financial crisis in 2008 happen?",1
139092,275346,275347,Why is Saltwater Taffy candy imported in Italy?,Why is Saltwater taffy candy imported in Mongolia?,1
98324,195138,195139,What is the difference between a discrete random variable and a continuous random variable?,What is the difference between discrete and continuous random variables?,1
221536,436690,436691,Will time machines ever exist?,Will a time machine ever exist or is it just an illusion that someday it will?,1
288274,566472,566473,Which are the best universities/institutions that offer life and/or business coaching?,Are there any institutions that offer ethical hacking as a course?,0
362535,709764,709765,Why do people ask question on Quora that can be easily and definitively answered by Googling?,Why do people on Quora ask silly questions about the facts which can be googled very easily?,1
105865,209976,209977,Where can I find a list of Instagram's entire product offering?,Where can I find a list of Tagged's entire product offering?,0
98522,195527,195528,Is time travel to 2010 possible?,Is time travel possible after the discovery of gravitational waves?,1
340681,21052,667803,"What are the hardest problems that need solving, and which are most worthy of time spent working on a solution?",How did Kejriwal solve the drug problem in Delhi?,0
95716,190000,190001,"Where can we buy Fuzzy animal slippers, for women, in Hyderabad?",Which career should I choose as per my natal chart? Should it be technical or Administrative field? I am confused and need guidance.,0
128351,254264,254265,What is cosmic seed energy?,What is cosmic energy?,0
198292,391355,391356,Office Politics: What's the best way to take revenge of your boss?,What's the best way to deal with a boss who pushes you too hard?,0
33008,65787,65788,What is one of the best conversation starters?,What are good conversation starters?,1
78390,155736,155737,What is the revenue model of zocalo.in?,What is the revenue model of no broker.in?,0
7980,15940,15941,Do dentists earn more than other doctors?,Why do dentists earn more than other doctors?,0
353956,693275,693276,Which is the best book for the image processing?,What is the best book for image processing?,1
40007,79693,79694,Are the Indo-Russian relations deteriorating?,Are Indo-Russian relations deteriorating?,1
380536,744245,744246,Why is China leading the innovation in the world as China has registered over 1.1m patent filing in 2015?,"Why has China been leading the world in patent filing, over 1.1 m patent filing in 2015 alone?",1
322346,632352,632353,What is Hypem.com 's business model?,What is babajob.com business model?,0
39176,78043,78044,What does Jimmy Wales think about Wikipedia's reputation of being 100% unreliable?,What does Jimmy Wales think about Wikipedia being considered as an unreliable source?,1
110211,218547,218548,Why low power temperature sensors are spawning a slew of new applications ?,"My college open WiFi only connects to laptops, after connected it asks for a particular student ID and password provided by college, how to bypass it?",0
190188,375487,375488,What is a suitable inpatient drug and alcohol rehab center in Iroquois County IL?,What is a suitable inpatient drug and alcohol rehab center in Bureau County IL?,0
384239,751341,751342,What is your creative New Year's resolution for 2017?,What should be my resolution for 2017?,1
289977,569765,569766,"How many total inches is 5' 6""?",How many feet are in 60 inches?,0
331418,649888,649889,Who are some people from the Scheduled Caste/Tribe (SC/ST) who can be role models for today's SC/ST youth?,What is the difference between scheduled caste (SC) and scheduled tribe (ST) ? How government has classified tribes and caste into it?,0
201622,397857,397858,What does a good life mean?,What does a good life mean to you?,0
394005,770003,770004,Is it right to start a NGO to save environment at young age? Or we should start earning first and then start a NGO after certain age?,I want to start an NGO for women and child development. How should I start from scratch?,0
33285,66339,66340,True meaning of life,Have we lost the true meaning of life?,0
363431,711460,711461,Do you find yourself attractive?,"Do you consider yourself attractive? In an scale of 1-10, how attractive do you think you are?",1
61262,121841,121842,Why did you prepare for IIT JEE?,What is the best way to prepare for IITJEE?,0
231581,456311,456312,Do your marks really decide your potential?,Which ink does RBI use for note printing?,0
238126,469081,469082,How can I get over a girl that I really liked?,How do I get over a girl that I like?,1
330579,648275,648276,Ladies: What is your opinion of the men who proclaim that they are experts in dating?,What is the first thing men look for in a woman?,0
255587,503082,503083,Where is the human consciousness located? Some disbelieve its in the brain. Why?,Where in the brain is consciousness located?,1
171431,338744,338745,Is the Vocabsolution cd a scam?,Is Amway a scam?,0
120020,237856,237857,Does thinking really hard burn more calories?,Does thinking burns calories?,1
312077,612561,612562,What subjects should I choose for resume in electrical?,Are we on track for world war 3?,0
93845,186304,186305,What should I do if someone is not respecting our national anthem?,Why do we respect our national anthem?,0
22459,44808,44809,Am I delusional?,What are delusional projections?,0
357404,699912,699913,Which is the best institute for graphics designing in Pune?,"Which institute is better for graphic design in Pune, Anibrain or MAAC?",0
211343,416855,416856,Do employees at Quantum have a good work-life balance? Does this differ across positions and departments?,Do employees at Starbucks have a good work-life balance? Does this differ across positions and departments?,0
114917,227816,227817,What is the best book to understand the theory of relativity?,What are some good books for a beginner to understand the theory of relativity?,1
312433,613242,42902,Why have some languages retained cases while others have not?,Why do some programming languages become popular while others die young?,0
93858,186328,186329,How have the triumphs and tragedies of the Middle Ages helped lay the foundation for the Renaissance?,What Greco-Roman technologies were lost during the Middle Ages?,0
116669,231260,231261,"Which is the best anime: DBZ, One Piece, Attack on Titan, Naruto and Toriko?","What is the best way to get through life in the world of the anime ""One Piece""?",0
32213,64206,64207,Is a heart attack a painful death?,What are some deaths with little pain?,0
296160,581753,581754,What is the most useless thing a human can do?,Was Maxwell the first to consider electricity in terms of oscillations?,0
43547,86726,86727,Did Hitler like Mexicans?,Did Hitler personally kill anyone?,0
18477,36868,36869,List 20 must read books to be read in your early 20s?,What are the books to be read in your early 20s?,1
358429,701902,701903,Should you cook ham?,What is the best way to cook a ham?,0
65637,130507,130508,If you're 15 years old and have an IQ of 136 is that normal?,What is the normal IQ of a 15 year old?,0
69132,137418,137419,Which product is the best and easiest and most profitable to be produced in a start-up pharmaceutical company?,Which product is the easiest and most profitable to be produced by a startup pharmaceutical company?,1
39707,79096,79097,Project sites computer science?,How does being blind from birth affect your ability to learn?,0
52388,104253,104254,What is the role of Pakistan in SAARC?,What is maldives role in SAARC?,0
366594,717537,717538,Why do people keep asking questions on Quora even though the most of the information is available out there on Google?,Why do people ask questions on Quora that can easily be answered by Google?,1
47957,95482,95483,Can a mechanical engineer become aeronautical engineer?,Can a mechanical engineer become an astronaut?,0
182017,359487,359488,How can a person find his passion?,How do a person know what is his passion?,0
395818,773468,773469,How does Wikipedia earn money (other than obvious ways like donations)?,How will Wikipedia earn money?,1
171597,339068,339069,What would happen to object if it moves faster than speed of light?,Is it possible to walk faster than the speed of light?,0
113291,224613,224614,"If I score 130 IQ (SD 15) as a 15 year old on a 18 year old test, how much would I score as a 18 year old on the same test?","Say I got an IQ of 130 as a 15 year old, what IQ score should I then expect to get when I turn 18 years old assuming I grow up healthy?",1
281441,553246,553247,What's the difference between democratic socialism and social democracy?,What is the difference between democratic socialism and socialism?,0
118911,235675,235676,Which is the best shloka from the Bhagavad Gita?,Is Hinduism the only correct religion in the entire world?,0
182861,361147,361148,Why is Donald Trump a liar?,Is Donald Trump a liar?,1
253936,499868,499869,How does Steven Cohen invest?,How can I learn to invest like Steve Cohen?,0
282087,554500,554501,"I saw a psychology fact saying you miss someone it is very likely that they will appear in your dreams, how does that work biologically?",They say that to be a good programmer you must think and dream like one; how do I do that?,0
168522,333044,333045,Has anyone used thereptileclassifieds.com?,Has anyone used scapetovacations.com?,0
54779,108999,109000,Is there a portal or a social network just to find creative people?,"How can I improve my GK for SBI, IBPS RRB, RBI?",0
100599,199622,199623,What's the name of the stone that covers all the city of Edinburgh and why is it used so largely?,Why is it that Hindi and Urdu have so many similarities? What is the origin of both languages?,0
400746,782879,782880,What is an example of how a quasi contract works?,What are torts and contracts examples of? It what areas are they used?,0
156387,309274,309275,What are some mind-blowing iPhone/Android gadgets that most people don't know about?,What are some mind-blowing Mobile gadgets that exist that most people don't know about?,1
304414,597753,597754,Why can't I see my fb friend's likes & posts?,Do fb friends see Instagram name?,0
364721,713938,713939,Should I commit suicide or not?,How does one deal with loneliness and suicidal thoughts?,0
289225,568310,568311,Why do sometimes we get double vision?,Why do I have double vision?,1
109647,217429,217430,"I just received an offer to start training to become an astronaut, but I'm concerned about cosmic radiation. What should I do?",What is cosmic background radiation and what is so exciting about it?,0
136580,270416,270417,How do know when a girl likes you?,How do I know if a woman likes a guy?,1
279919,550295,550296,What are some of the best ways to write in exams?,How do we write the exam?,1
117899,233679,233680,What happens if one of the parents fail to comply with cps case plan?,"What should one do in case of love marriage, if the bride’s parents are cruel enough to kill them both?",0
374793,733269,733270,Do dreams have meanings?,Does every dreams have a meaning?,1
294882,579280,579281,Do asian girls love white male with beard?,Do Asian women like white guys?,1
5144,10281,10282,When was Quora launched?,How did the concept of Quora originate? Who are the founders and what's their background?,0
328698,644641,644642,What the biggest mistake that you've made?,What's the biggest mistake you made in your 20's?,0
139442,276032,276033,What is the difference between war and battle?,What is the difference between a war and a battle?,1
81064,161026,161027,Why invest money in Supertech Crown Tower project?,Why China invest so much money in Iskandar project? Seems that they are just burning away the cash,0
111367,220832,220833,How can I find Angel Investors or Venture Capitalists in my area?,How we can find venture capitalists and angel investors?,1
173056,341923,341924,What universities does Roadrunner Trans recruit new grads from? What majors are they looking for?,What universities does Knight Trans recruit new grads from? What majors are they looking for?,0
181314,358104,358105,How do forensic scientists find the race of a dead person in case he/she was in a fire accident?,How does a person find a technical co-founder if he/she is very interested in developing a site he/she is convinced will solve some problem?,0
294368,578275,578276,"Looking to buy a unique designer outfit for a New Year Party, Which are the online sites which have newly added latest/ trending designer collections?",I want to send data from HC-05 to Intel Edison BLE. I am not able to understand after pairing and connection how to read the incoming data on BLE?,0
161369,319043,319044,What are some mind blowing unknown facts about delhi metro?,What are some lesser known/interesting facts about Delhi Metro?,1
40796,81261,81262,Is nitrogen a better fill for car tires than normal air?,What is the reason my new car tires are filled with nitrogen and not air?,1
22408,44707,44708,How can I control my emotions and actions?,How should I control my emotion?,1
163797,323815,323816,What are the rates of prostitutes in Mumbai?,How is IHM Mumbai?,0
252017,496144,496145,"What are some fun things to do in Dallas, TX on weekends?","What are some fun things to do with my dog in Dallas, TX?",0
305,611,612,"Should I repeat 2nd year in college, or find a new college? It's a 5 year course.",I study in Ashutosh College in Kolkata. Can I study in any other college in India in my 2nd year?,0
140890,278878,278879,How do I operate Internet banking while I am abroad with my phone number out if coverage?,nazer kurkkoli: How do I change/update my mobile number for both SBI online banking and SMS alerts?,0
110578,219277,219278,If I want to change my name what should I do?,How do I legally change my name in India? How long it will take to get a new name?,0
19368,38648,38649,How is one granted a diplomatic license plate? Is it only for politicians?,Why don't some states require front license plates?,0
133460,264300,264301,What is the best way to increase my memory capacity?,What are the best ways to improve my memory?,0
268360,527878,527879,How would Benjamin Franklin go about life in today's world? Would he still be a printer? What would be his views on the different fields he was interested in?,Do you think Martin Luther King Jr. would be happy if he were alive today?,0
99238,196941,196942,What do venture capital firms do?,What venture capital firms have acquired or merged with other venture capital firms?,0
378570,740471,740472,Time Travel Is It Possible?,What is the possibility of time travel becoming a reality?,1
109428,217000,217001,What are some mind-blowing Wearable tools that exist that most people don't know about?,What are some mind-blowing phones accessories that exist that most people don't know about?,0
363594,711772,711773,What are the best companies for product manager job?,What is the best degree for product managers?,0
292374,574402,574403,How can you update a Coby Kyros tablet?,How do you get apps for your Coby Kyros tablet?,0
304015,596972,596973,What was Forrest Gump about?,What is Forrest Gump based on?,0
374219,116561,732165,Are memory and intelligence correlated?,Why is memory associated with intelligence?,0
141478,280030,280031,What fruits and vegetables have the most fiber?,What fruit has the most fiber?,0
315810,619741,619742,Will Ae Dil Hai Mushkil become an all time blockbuster for Ranbir Kapoor?,Will Ae Dil Hai Mushkil be an all time hit for Ranbir Kapoor?,0
401859,785015,785016,"If universe can expand without limit and it creates dark/vacuum/gravitational energy with it,then is the potential energy infinite?",Is at least the potential energy of vacuum energy and dark energy infinite?,1
161327,318959,318960,"I've purchased a Galaxy S6 in India through Amazon, which has pre-installed Africa-specific apps. I think the product has been imported from Africa. Is there any problem that I could face in warranty? Does international warranty come by default or I need to purchase that?",What is North Face's lifetime warranty policy?,0
386694,756043,756044,"What is it like delivering a baby ""in the air""?",What is it like to deliver babies?,0
114913,227808,227809,What does worm meat taste like?,What does kitten meat taste like?,0
20960,41814,41815,How do I add content on Quora?,How do you add a link on Quora?,0
242680,477977,477978,What are the best and worst things about being an INTJ?,What is the good thing of being an intj?,1
57256,113913,113914,Why is Raksha Bandhan celebrated?,When is the Raksha Bandhan festival?,0
291177,572084,572085,"If someone blocks me on WhatsApp, how can I unblock?",Why would my ex block me and then unblock me?,0
188223,371648,371649,Which is the best university in India to do distance MBA?,Which institutes in India offer best distance learning MBA Programs?,1
45285,90176,90177,How does “the black sharpie challenge” work?,What is the most challenging part of your work and how do you deal with it?,0
164543,325274,325275,"When older people are praised for being “vigorous, ” “active, ” and “youthful, ” does this send a message that combats or supports ageism? Explain your response fully and suggest an alternative way of talking about activity in old age",How does ageism affect older people?,0
292912,575449,575450,What are some major social faux pas to avoid when visiting Samoa?,What are some major social faux pas to avoid when visiting Norway?,0
47052,93682,93683,Is a 34C bra equivalent to a 36B bra or a 34D bra equivalent to a 36C bra for Victoria's Secret?,What is Victoria's Secret pink nation?,0
292484,574618,574619,Where can I download free pdf books for mechanical engineering?,Where can I find mechanical engineering books in PDF format?,1
161489,319280,319281,How do I make my Beagle puppy sleep through the night?,How do you make a puppy sleep through the night?,0
332472,651939,651940,What is the best way to cure of anxiety disorder?,What are causes of Social Anxiety Disorder?,0
158579,313567,313568,"Can India's rupee be adopted as an international currency of trade, at least by its neighboring nations?",What would happen if India suddenly decided to adopt the dollar or euro as its currency? What are the repercussions?,0
125821,249290,249291,What is unusual or different about the food and cuisine in Nepal?,What is unusual or different about the food and cuisine in Vietnam?,0
215129,424216,424217,How do I find my blog after I login to Quora?,Blogs (Quora content): How do I add topics to my blog post on Quora?,0
54296,108045,108046,What is the reductionism holism debate about?,Is it bad for a twelve-year-old girl to masturbate?,0
353616,692625,478959,Content That Contains Spoilers: Is Rey much stronger than young Luke?,[SPOILER] How big of a shock was it that Darth Vader was Luke's father when it was first revealed?,0
30644,61088,61089,"Is it true that hard times create strong men, strong men create good times, good times create weak men and weak men create hard times?",Do women prefer hard working men or smart working men?,0
140163,277453,277454,Why has eBay failed?,Why did eBay fail in China?,0
2846,5692,5693,Do touching lena danny d & lena Paul with the cabin crew to gain favour?,What is the best farewell sample letter from a cabin crew to fellow cabin crew?,0
157796,312039,312040,What is the difference between integer programming and linear programming?,How do you specify a linear constraint to an integer program so that the optimal solution will have consecutive values for a certain integer variable?,0
263570,518592,518593,Would you agree with Team Packers and Movers is the best Packers and Movers in Bangalore?,Who are the best packers and movers in Bangalore?,0
305286,599432,599433,How do I improve my English language?,How can I improve my fluency in English to face a more confortable job interview?,1
344642,675424,675425,What is the difference between wires and cables?,What is difference between wire and cable?,1
209668,413576,413577,What companies are hiring fresher Android developers in India?,Which startups in India are hiring freshers as Android developers?,0
119288,236416,236417,What is it like to be an atheist and criticize religion in India?,Atheism: How difficult it is to be an atheist in india?,1
273528,537888,537889,What do you do after the first date?,What should we do after the first date?,0
165698,327516,327517,What are the benefits of not using mobile/cell phone?,What is the difference between a cell phone a mobile phone and a smartphone?,0
17623,35173,35174,What are the things that we as Indians are collectively doing wrong?,What is it that we Indians are collectively doing wrong?,1
216521,426932,426933,When and how were greenies used in baseball?,"What are ""greenies"" in baseball?",1
251200,494552,494553,What is the purpose of mosquitoes and flies on earth?,Should we wipe all mosquitos off the face of the earth?,0
374912,733494,733495,Would Congress try to impeach Donald Trump if he is elected president?,Why can't the legitimate media stop covering Donald Trump by name? US president is a dignified position. Could he not be just president elect period?,0
380260,743712,743713,How can I recover saved snapchat messages that disappeared?,How do I delete messages on snapchat that the other person has saved?,0
44277,88174,88175,Is it Vietnam or Viet Nam?,Why did Vietnamization of the Vietnam War fail?,0
16051,32036,32037,How shoud I start my preparation for IAS?,Should IAS preparation start after graduation?,1
279234,548963,548964,Was Sigmund Freud right about everything being linked to our relationships with our parents?,"I have an Indian boyfriend, but he had told about me to his parent, but his mom doesn't agree with our relationship. What should I do?",0
216976,427815,427816,What are the different ways of earning healthy pocket money for a student in India?,What are the different ways of earning money as a college student in India?,1
398839,779255,779256,How does one build a website from scratch?,How can I make a website from scratch?,1
28172,56172,56173,How to get the best smile?,How can I get better at smiling at people?,0
354635,694585,694586,What will happen if sun dies?,What happens to a planetary system when its sun dies?,1
159249,314886,314887,How can I get admission in the IITs?,How does one get into an IIT?,1
133718,264806,264807,"Which postal study course should I take for the GATE for a Mechanical Engineering, Made Easy or Ace Academy?",How helpful is the made easy postal coaching for mechanical?,0
92974,184587,184588,Are there any sources or templates of stock Option agreement with employees?,Are there any templates for employee friendly stock options agreements?,1
368308,720819,720820,How can I know my wife is not cheating?,What should I do knowing as a fact that my wife is cheating on me?,0
73641,146337,146338,What are the benefits of exercising on a trampoline?,What is the benefit of exercising on a trampoline as an adult?,0
369504,723115,723116,I'm getting an iPhone 6. Which colour would look classy?,Which is best colour in iPhone 6 Plus?,0
149739,296231,296232,How do I easily find the vaginal opening when inserting my penis?,How does it feel for a guy when he inserts his genitals in vagina?,0
221054,435754,435755,How to prepare for CA Final exams?,How do I prepare for Advanced Financial Management paper of CA Final exams in 2 weeks?,1
311523,611492,611493,"Why isn't ""green"" tea green?",Why should I drink green tea?,0
70494,140113,140114,What are the most interesting products and innovations that Berkshire Bank is coming out with in 2016?,What are the most interesting products and innovations that Green Bank is coming out with in 2016?,0
17983,35886,35887,What is India's national vegetable?,Is India's national media anti-India?,0
65801,130830,130831,Which mobile phone is the best under 15k?,Which are best mobile phones to buy under 15000?,1
312408,613194,613195,Why do people become addicted to alcohol and drugs?,Why are people addicted to alcohol and or other drugs?,1
44839,89287,89288,How do I place a SIM card in an iPhone?,What type of SIM cards are used in iPhones?,0
371082,726148,726149,What is the way to de-addict yourself from WhatsApp without deleting or uninstalling it?,How do I delete my Whatsapp account?,0
255721,503346,503347,What is the best non-vegetarian hotel in Chennai?,Best places to eat in Chennai?,0
58732,116834,116835,What are the best webinar tools?,What is the best webinar platform?,0
57493,114386,114387,My parents won't let me play American football because they're worried about concussions. How can I convince them to let me play?,How do I convince my parents to let me play football?,1
88082,174905,174906,Is there any chance of World War III?,Is a third World War imminent?,1
236369,465645,465646,"I find a man's life easy and my life, as a woman, complicated, any solutions to break this pattern of beliefs?",How do I get a Android Junior developer job in America? I have experience but I'm not from the USA.,0
379659,707525,742561,Could India and Pakistan unite again?,Will Pakistan and India unite one day?,1
13260,26473,26474,Why do Muslims kill animals in Hajj? Is this not cruelty against animals?,Are animals killed in the process of farming vegetarian foods?,0
373956,731662,731663,How was Chris Wallace as a moderator in the Presidential debate?,"Were you impressed with the way Chris Wallace, moderator of the third Presidential debate performed?",1
215850,425620,425621,What will be the cut off for SSC CGL tier 1 2016?,What could be the cut-off for SSC CGL Tier 1 2016?,1
67149,133502,133503,Why would a woman rape a man?,Is it possible for a woman to rape a man?,1
44343,88306,88307,"What are the roles and responsibilities of a Windows Cluster administrator for providing support on Windows 2003, 2008, 2010, 2013 servers?",How do I use Chrome in Windows Server 2003?,0
317707,623396,623397,What workout clothes did guys wear in the year 1990?,What workout attire would guys wear in the summer like it's the year 1990?,1
287719,565387,565388,What is theory of automata?,What is finite automata in theory of computation?,0
232782,458638,458639,Why can people be both near-sighted and far-sighted simultaneously?,How can I get short-sighted?,0
334475,655810,655811,Why do I feel anxious easily?,Why do I feel anxious all the time?,1
148806,294398,294399,What are the Advent candles names' origins?,What do the candles at Advent mean?,1
48963,97470,97471,How can I get back my hacked Instagram account?,How can I get my hacked Instagram account?,1
347708,681287,681288,What are the best comics/blogs/YouTube channels on the Internet?,Should I appoint a cheap lawyer who is less experienced or an expensive lawyer who is Senior to fight a Rent Act matter?,0
385947,754607,754608,I would like to do business in Vienna. Can I get financial support from the bank?,"Can someone with a good business idea in a country like Peru get seed capital / funding from american VCs, even if the project is aimed for the Latin markets? How hard is it? What would I need to do?",0
131408,260275,260276,What habit has saved you a large/huge amount of money?,How do I save money while online shopping?,0
265866,523054,523055,What is the most pedophillish question you've ever been asked to answer on Quora?,What is the most ridiculous question you've been asked to answer on Quora?,0
194067,383074,383075,How many users are use Quora?,How many users are accessing Quora from mobile devices?,0
250325,492846,492847,How reliable are 99 Cent Store pregnancy tests?,How reliable and accurate are New Choice pregnancy tests?,0
60971,121263,121264,Which is the best college in Germany for an MS in AI/robotics?,What is the best college for doing an MS in natural science in Germany?,0
182998,361412,361413,What are some good interview questions on Linux kernel programming?,"Is iOS based on Linux kernel? In this case, is it possible to install a Linux program in an iPhone? (for example a node.js server?",0
320464,628718,628719,What is best college for EEE? IN hyderabad?,What is best colleges for EEE in Hyderabad?,1
148736,294262,294263,Is reading on Quora a substitute for reading books?,Do you feel that reading Quora is a good substitute for reading books?,1
41067,81801,81802,What is the QuickBooks Support Phone Number in Los angeles?,How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,1
214859,423693,423694,What should wild salmon smell like?,What should catfish smell like?,0
65444,130127,130128,What are the benefits of cloud computing?,What are the key benefits of Cloud computing?,1
81081,161060,161061,How can I seem less judgmental?,How can I stop being judgmental of people?,0
188733,372645,372646,Is Pune is good place for buy flats?,What are the names of some really nice beaches in El Paso?,0
49694,98920,98921,What is the best way to whiten your teeth?,What are some of the best ways to get extra white teeth?,1
205466,405364,405365,All of those ads about cheques from Google are fake/scams. Is there any easy way to earn money online?,Since all of the sites out there promising easy money are fake. Then what ways are there to earn easy money online?,1
66965,133138,133139,Why the National Media in India is always pro-Northern media?,Why is that national media concentrates more on north india?,1
85986,170763,170764,"I made a mistake while applying for SSC JE 2016, how can I correct that mistake?",What is the northern region of Canada known for?,0
192655,380328,380329,Why is bisexuality so common amongst students between middle school to university?,How common is it to have completely different experiences in middle school and high school?,0
300952,591056,591057,What is the most efficient electrical generator?,How is a generator efficiency calculation performed?,0
141327,279736,279737,"Is there an app or service that integrates WhatsApp, Telegram and Facebook Messenger into one social messaging stream?","Is it possible to integrate all the chat functions like Facebook Messenger, WhatsApp, Line, iMessage, etc. on your phone into a single app?",0
290069,569942,569943,I think FRIENDS tv series was ended in a hurry. Could you please give me the reason?,What are some mistakes you noticed on Friends?,0
15449,30838,30839,"When my bank issues me a new credit card with a different number, can I still get a refund if I return an item bought with the old card?",How do I get a bank to issue prepaid credit cards for my eWallet company?,0
127607,252799,252800,One of the best movies you have ever seen?,What is the best movie you have ever seen?,1
335266,657339,657340,How do you treat acne on your arm?,How do you treat acne?,0
34631,69012,69013,How do I score above 70 marks in the GATE exam in the ELECTRICAL stream for GATE?,Is made easy class notes and materials are sufficient for scoring more than 70 marks in gate mechanical exam?,0
90874,180430,180431,What should I do if someone special ignores me?,How do I face ignorance by someone special?,0
233240,459530,459531,What is the main difference between a photo and a video?,Why do I look so different in these two photos?,0
263290,518057,518058,How do I add tags to my question in Quora?,How can I add more than one topic to a question on Quora?,1
287157,564300,564301,Which are the companies which want explainer videos?,I want to build promotional animated video which explains what my Android app is about. What are the best sources which can help me make it?,0
330314,647767,647768,Why did Google cut 2017 new grads from GSU?,Does Blizzard hire new grads for software engineering in 2017?,0
114712,227416,227417,How do I prepare a resume for banking job?,How do I prepare a good resume for IT jobs?,0
139279,275713,275714,What are some reviews of www.cosmicpetrochem.com?,What is your review of www.buttermyresume.com?,0
350495,686643,686644,What are some things new employees should know going into their first day at Home Properties?,What are some things new employees should know going into their first day at M/I Homes?,0
312391,613160,613161,What are good font alternatives to Times New Roman?,Why are academic reports or submissions usually required to be in serif fonts such as Times New Roman?,0
261266,34455,514122,Why is it so hard to lose weight?,Why is it always hard to lose the first 5 pounds of weight?,0
282980,556228,556229,How can I update grand neo to lollipop version and how I get rooting software?,When will the Huawei Honor 4X get the Lollipop update?,0
23315,46517,46518,What is a mermaid?,What are good ways to become a mermaid?,0
197726,390237,390238,"How do I convert a 5 V DC to 3.3 V DC using resistors (voltage divider)? I have a couple of 220 Ω, 560 Ω, 2.2 kΩ and 10 kΩ resistors.",What is the minimum setup to operate the VIPER12 DIP LED Driver? Which voltage regulator should I use to get 350mA current at 3.2 V? 7805? Or LM317?,0
350387,686434,686435,What is your experience using coworking spaces?,"What are your experiences with co-working spaces? Did they deliver what you were expecting, and if not - why?",0
367673,719600,719601,What are the attributes of scientist by the name Sir Arthur Leonard Schawlow?,What are the attributes of scientist by the name Sir Arthur Schuster?,0
225550,444538,444539,"Why did Flickr drop the ""e""?",Can you see who views your Instagram?,0
47583,94739,94740,How are charter schools different than public schools?,Are charter schools better than public schools? Why or why not?,0
147725,292286,292287,How can I retrieve the password of a Wi-Fi source saved in my phone?,How do I know a typed Wi-Fi password in my mobile?,1
402255,785782,785783,Unix: How can I write a code for PIPE (|) in C/ shell script/python?,How do I become an expert in UNIX and shell scripting?,0
394658,771259,771260,How is the system of altitudinal zonation in America?,How is the system of altitudinal zonation in Europe?,0
4826,9647,9648,What makes you confident?,What makes you feel most confident?,1
182566,360571,360572,What are some of the best IAS coaching institutions in Mumbai?,Which are the best IAS coaching institutes in Mumbai?,1
334731,656303,656304,How much percentage is required in the 12th grade to get an admission in DU?,What percentage is required in the 12th for the CLAT to get a top NLU?,0
75368,149766,149767,"Why did India performed poorly in not just 2016 Olympics but 1992, 1996, 2000, 2004, 2008 and 2012 Olympics? What is the reason behind this?",Which country will win the maximum number of gold medals in Rio Olympics 2016?,0
98644,195767,195768,Why do ancient statues have tiny penises?,Why do all Greek statues have such small penises?,1
295055,579617,579618,What's our purpose of life in this world?,"Why is the purpose of life to ""be happy?""",1
182808,361044,361045,What was the best day of your life? What happened?,What is the best day of your life and what made it so amazing it stayed in your mind forever?,1
20830,41555,41556,"I have 10 years of IT exp as Architect, got an offer from EY India for the senior manager role. How much salary can I expect?",I have 3.5 years of experience in a good reputed firm. I recently got an offer from Amazon for an SDE1 role. Is it worthwhile to accept it for an SDE1 role? Is it a normal scenario in Amazon?,0
344550,675247,675248,"Does a Blue Heeler/Australian Shepherd mix shed a lot? If so, how can this be treated?","Does a Labrador/Great Dane mix shed? If so, how can this be treated?",0
364403,240976,713330,What combination of diet and exercise tips can result in losing belly fat and building six pack abs?,What diet plan and exercise routine one should follow to reduce belly fat and have six pack abs?,1
249119,490518,490519,How many [math]4[/math] digit ATM PINs can be formed with [math]9[/math] digits?,Can you add 5 odd numbers to get 30?,0
280002,550453,550454,How do you train a pet magpie?,How do you train a magpie?,1
30059,59922,59923,"What should I do, my best friend likes the same guy that I do?",What should I do if my best friend and I like the same guy?,1
140240,277601,277602,Can the existence of time machine is possible?,Why making a Time Machine is Impossible?,1
82793,164443,164444,What skills must a system analyst have?,What are the skills needed to become a system analyst?,1
378283,739917,739918,What is casting couch?,What is the casting couch in Hollywood?,0
143381,283762,283763,Who would win Thor or Godzillia?,Is Thor stronger than Hulk?,0
57346,114093,114094,How does it benefit you to answer questions on Quora?,What pleasure do people get from answering questions on Quora?,1
81236,161368,161369,Can I establish a startup business in Germany while on a student visa?,"Can I establish a startup business in Germany while on a student visa, without permanent residence?",1
53086,105638,105639,"How can one livestream to Youtube, Facebook and Twitter at the sime time? So combine Hang/W with Google Hangouts at the same time from the same device (smartphone or desktop app)?",Being stuck in YouTube buffering is very irritating. What can one do to keep oneself busy and entertained at the same time?,0
307675,604027,604028,Why do we love poeple who hate us and hate people who love us?,Why do we love people that reject us?,0
258043,507880,507881,What is the height of the governor?,What are some solution examples?,0
385897,754509,754510,What are the best ideas to start a business with a small capital of rs 50000?,What is the best idea to start a business with capital of 50000?,1
311164,610805,610806,How is wheat gelatin made?,What is wheat gelatin?,0
253155,498355,498356,Why can't I make money through my blog?,How can one make money starting a blog?,0
223816,441134,441135,How can I know deeper about android operating system as case study?,Why do we need case studies?,0
218550,430890,430891,How does Google Edge caching works? Does it require a physical point to point connection with the ISP?,How is oscillation defined? Does it have something to do with a stable equilibrium point.,0
123512,244749,244750,"I don't have a proof of address, how do I apply for pan card?",How can I apply for pan card and what are the documents we need to apply?,1
